Area Name,Area Code,Value,Year
Lancaster,E07000121,2274,2015
Leeds,E08000035,14068,2015
Leicester,E06000016,5224,2015
Lewes,E07000063,1137,2015
Lewisham,E09000023,5255,2015
Lichfield,E07000194,963,2015
Lincoln,E07000138,1526,2015
Liverpool,E08000012,8572,2015
Luton,E06000032,3650,2015
Maidstone,E07000110,2535,2015
Maldon,E07000074,532,2015
Manchester,E08000003,10876,2015
Mansfield,E07000174,2007,2015
Medway,E06000035,5280,2015
Melton,E07000133,320,2015
Merton,E09000024,2585,2015
Mid Sussex,E07000228,1130,2015
Middlesbrough,E06000002,3382,2015
Milton Keynes,E06000042,3506,2015
Mole Valley,E07000210,740,2015
New Forest,E07000091,2132,2015
Newark and Sherwood,E07000175,1341,2015
Newcastle upon Tyne,E08000021,4861,2015
Newcastle-under-Lyme,E07000195,1892,2015
Newham,E09000025,6336,2015
North East Derbyshire,E07000038,541,2015
North East Lincolnshire,E06000012,3500,2015
North Hertfordshire,E07000099,1223,2015
North Kesteven,E07000139,439,2015
North Lincolnshire,E06000013,2144,2015
North Norfolk,E07000147,908,2015
North Somerset,E06000024,2545,2015
North Tyneside,E08000022,1961,2015
North Warwickshire,E07000218,698,2015
North West Leicestershire,E07000134,669,2015
Northampton,E07000154,5333,2015
Northumberland,E06000057,2690,2015
Norwich,E07000148,3219,2015
Nottingham,E06000018,6237,2015
Nuneaton and Bedworth,E07000219,2115,2015
Oadby and Wigston,E07000135,390,2015
Oldham,E08000004,3930,2015
Oxford,E07000178,2255,2015
Pendle,E07000122,1053,2015
Peterborough,E06000031,3522,2015
Plymouth,E06000026,5203,2015
Poole,E06000029,1489,2015
Portsmouth,E06000044,6175,2015
Preston,E07000123,2616,2015
Reading,E06000038,2948,2015
Redbridge,E09000026,3821,2015
Redcar and Cleveland,E06000003,1764,2015
Reigate and Banstead,E07000211,1796,2015
Ribble Valley,E07000124,449,2015
Richmond upon Thames,E09000027,1731,2015
Rochdale,E08000005,3783,2015
Rochford,E07000075,628,2015
Rossendale,E07000125,790,2015
Rother,E07000064,953,2015
Rotherham,E08000018,3208,2015
Rugby,E07000220,1345,2015
Runnymede,E07000212,982,2015
Rushmoor,E07000092,2005,2015
Rutland,E06000017,188,2015
Salford,E08000006,2971,2015
Sandwell,E08000028,3325,2015
Sefton,E08000014,2901,2015
Sevenoaks,E07000111,1010,2015
Sheffield,E08000019,6251,2015
Shepway,E07000112,1925,2015
Shropshire,E06000051,3510,2015
Slough,E06000039,2532,2015
Solihull,E08000029,1640,2015
South Bucks,E07000006,584,2015
South Cambridgeshire,E07000012,901,2015
South Derbyshire,E07000039,738,2015
South Gloucestershire,E06000025,2375,2015
South Holland,E07000140,598,2015
South Kesteven,E07000141,888,2015
South Lakeland,E07000031,998,2015
South Norfolk,E07000149,1128,2015
South Oxfordshire,E07000179,912,2015
South Ribble,E07000126,903,2015
South Staffordshire,E07000196,992,2015
South Tyneside,E08000023,2050,2015
Southampton,E06000045,6906,2015
Southend-on-Sea,E06000033,3131,2015
Southwark,E09000028,5796,2015
Spelthorne,E07000213,1304,2015
St Albans,E07000240,1296,2015
St. Helens,E08000013,2549,2015
Stafford,E07000197,1599,2015
Staffordshire Moorlands,E07000198,1064,2015
Stevenage,E07000243,1547,2015
Stockport,E08000007,3399,2015
Stockton-on-Tees,E06000004,2570,2015
Stoke-on-Trent,E06000021,6549,2015
Stroud,E07000082,834,2015
Suffolk Coastal,E07000205,962,2015
Sunderland,E08000024,3492,2015
Surrey Heath,E07000214,897,2015
Sutton,E09000029,2315,2015
Swale,E07000113,2285,2015
Swindon,E06000030,3880,2015
Tameside,E08000008,3223,2015
Tamworth,E07000199,1228,2015
Tandridge,E07000215,792,2015
Telford and Wrekin,E06000020,3516,2015
Tendring,E07000076,2431,2015
Test Valley,E07000093,1609,2015
Tewkesbury,E07000083,454,2015
Thanet,E07000114,3495,2015
Three Rivers,E07000102,677,2015
Thurrock,E06000034,2360,2015
Tonbridge and Malling,E07000115,1376,2015
Torbay,E06000027,2543,2015
Tower Hamlets,E09000030,5579,2015
Trafford,E08000009,2155,2015
Tunbridge Wells,E07000116,1290,2015
Uttlesford,E07000077,535,2015
Vale of White Horse,E07000180,838,2015
Wakefield,E08000036,5521,2015
Walsall,E08000030,3143,2015
Waltham Forest,E09000031,4399,2015
Wandsworth,E09000032,4533,2015
Warrington,E06000007,2551,2015
Watford,E07000103,1644,2015
Waveney,E07000206,1646,2015
Waverley,E07000216,967,2015
Wealden,E07000065,1104,2015
Wellingborough,E07000156,1167,2015
Welwyn Hatfield,E07000241,1486,2015
West Berkshire,E06000037,1384,2015
West Lancashire,E07000127,1052,2015
West Lindsey,E07000142,521,2015
West Oxfordshire,E07000181,731,2015
Westminster,E09000033,6730,2015
Wigan,E08000010,3984,2015
Wiltshire,E06000054,5225,2015
Winchester,E07000094,1518,2015
Windsor and Maidenhead,E06000040,1590,2015
Wirral,E08000015,3930,2015
Woking,E07000217,1158,2015
Wokingham,E06000041,964,2015
Wolverhampton,E08000031,3502,2015
Worthing,E07000229,1679,2015
Wycombe,E07000007,1646,2015
Wyre,E07000128,1162,2015
York,E06000014,2312,2015
